id,garment_id,split,source_row,gender,category,type,brand,colors,size,cut,pattern,material,season,trend,usage,price,condition,pilling,holes,stains,smell,timestamp,station,period,productDisplayName,articleType,baseColour,image_path
train-23606,23606,train,21224,Women,Ladies,T-shirt,Brandtex,Pink / White / Grey,36,V-collar,Geometric print,82% bomull 18% polyester,All,,Reuse,<50,5,5,,,,2024_03_13_10_49_55,station2,mar2024,Brandtex T-shirt,T-shirt,Pink / White / Grey,data/second_hand_clothing/images/train-23606.webp
train-23607,23607,train,21225,Men,Men,Jeans,Not in the list,Blue / Red / Yellow,,Tight,Embroidered,98% bomull 2% elastan,All,,Export,<50,3,4,Minor,Major,,2024_03_13_10_53_56,station2,mar2024,Jeans,Jeans,Blue / Red / Yellow,data/second_hand_clothing/images/train-23607.webp
train-23609,23609,train,21227,Women,Ladies,Jeans,Not in the list,Blue / Orange,44,Tight,Other,98% bomull 2% elastan,All,,Reuse,<50,4,5,,,Minor,2024_03_14_06_30_13,station2,mar2024,Jeans,Jeans,Blue / Orange,data/second_hand_clothing/images/train-23609.webp
train-23610,23610,train,21228,Women,Ladies,Trousers,H&M,Beige / Black / White,L,Tight,Striped,100% bomull,All,,Export,<50,4,5,,Minor,,2024_03_14_06_35_04,station2,mar2024,H&M Trousers,Trousers,Beige / Black / White,data/second_hand_clothing/images/train-23610.webp
train-23611,23611,train,21229,Women,Ladies,T-shirt,H&M,Pink,S,C-collar,,64% bomull 36% polyester,All,,Export,<50,3,3,,Minor,,2024_03_14_06_40_47,station2,mar2024,H&M T-shirt,T-shirt,Pink,data/second_hand_clothing/images/train-23611.webp
train-23612,23612,train,21230,Women,Ladies,Skirt,Gina Tricot,Black,S,Tight,Other,100% viskos,All,,Reuse,<50,4,4,,,,2024_03_14_06_46_26,station2,mar2024,Gina Tricot Skirt,Skirt,Black,data/second_hand_clothing/images/train-23612.webp
train-23614,23614,train,21231,Men,Men,Jeans,Not in the list,Blue / Brown,,Tight,Embroidered,100% bomull,All,,Reuse,<50,4,5,,,,2024_03_14_06_54_45,station2,mar2024,Jeans,Jeans,Blue / Brown,data/second_hand_clothing/images/train-23614.webp
train-23615,23615,train,21232,Women,Ladies,Tank top,Not in the list,Brown,S,V-collar,Other,95% bomull 5% elastan,All,,Export,<50,3,3,,,,2024_03_14_06_59_59,station2,mar2024,Tank top,Tank top,Brown,data/second_hand_clothing/images/train-23615.webp
train-23617,23617,train,21233,Women,Ladies,Sweater,Lindex,Grey,S,Turtle neck,Other,100% aceton,All,,Reuse,<50,4,3,,,,2024_03_14_07_10_55,station2,mar2024,Lindex Sweater,Sweater,Grey,data/second_hand_clothing/images/train-23617.webp
train-23618,23618,train,21234,Men,Men,Shirt,Skill,Black / White,L,Regular,Checkered print,71% bomull 29% polyester,All,,Reuse,<50,4,5,,Minor,,2024_03_14_07_15_10,station2,mar2024,Skill Shirt,Shirt,Black / White,data/second_hand_clothing/images/train-23618.webp
train-23619,23619,train,21235,Women,Ladies,Dress,H&M,Red / Black,M,V-collar,Dots,59% viskos 41% bomull,All,,Reuse,<50,5,5,,,,2024_03_14_07_20_18,station2,mar2024,H&M Dress,Dress,Red / Black,data/second_hand_clothing/images/train-23619.webp
train-23621,23621,train,21236,Women,Ladies,T-shirt,Amisu (New Yorker),Pink,L,V-collar,,100% bomull,All,,Recycle,<50,3,5,,Minor,,2024_03_14_07_29_38,station2,mar2024,Amisu (New Yorker) T-shirt,T-shirt,Pink,data/second_hand_clothing/images/train-23621.webp
train-23622,23622,train,21237,Women,Ladies,Dress,Amisu (New Yorker),Green,36,C-collar,,67% polyester 33% bomull,All,,Export,<50,3,4,,Minor,,2024_03_14_07_34_03,station2,mar2024,Amisu (New Yorker) Dress,Dress,Green,data/second_hand_clothing/images/train-23622.webp
train-23624,23624,train,21238,Women,Ladies,Blazer,H&M,Black / Grey,38,V-collar,Other,80% polyester 20% elastan,All,,Reuse,<50,4,5,,Minor,,2024_03_14_07_47_26,station2,mar2024,H&M Blazer,Blazer,Black / Grey,data/second_hand_clothing/images/train-23624.webp
train-23625,23625,train,21239,Women,Ladies,Sweater,Rosebud,Orange,L,C-collar,Transparent,83% akryl 17% polyester,All,,Reuse,100-150,5,5,,,,2024_03_14_07_52_36,station2,mar2024,Rosebud Sweater,Sweater,Orange,data/second_hand_clothing/images/train-23625.webp
train-23626,23626,train,21240,Women,Ladies,Dress,Gina Tricot,Black,M,C-collar,Other,100% viskos,All,,Export,<50,4,3,,,,2024_03_14_07_58_34,station2,mar2024,Gina Tricot Dress,Dress,Black,data/second_hand_clothing/images/train-23626.webp
train-23630,23630,train,21242,Women,Ladies,Top,Not in the list,White / Blue,M,C-collar,Other,77% bomull 23% polyester,All,,Export,<50,3,4,,Minor,,2024_03_14_08_50_21,station2,mar2024,Top,Top,White / Blue,data/second_hand_clothing/images/train-23630.webp
train-23632,23632,train,21243,Women,Ladies,Top,Lindex,Black,M,C-collar,Transparent,100% nylon,All,,Export,<50,4,5,,Minor,,2024_03_14_09_00_46,station2,mar2024,Lindex Top,Top,Black,data/second_hand_clothing/images/train-23632.webp
train-23633,23633,train,21244,Women,Ladies,Tights,Esmara (Lidl),Grey / Black / Pink,M,Tight,Striped,58% bomull 37% polyester 5% elastan,All,,Reuse,<50,4,4,,,,2024_03_14_09_05_02,station2,mar2024,Esmara (Lidl) Tights,Tights,Grey / Black / Pink,data/second_hand_clothing/images/train-23633.webp
train-23634,23634,train,21245,Men,Men,Trousers,Batistini (Dressman),Brown,44,Tight,Striped,100% bomull,All,,Export,<50,3,5,,Minor,,2024_03_14_09_11_37,station2,mar2024,Batistini (Dressman) Trousers,Trousers,Brown,data/second_hand_clothing/images/train-23634.webp
train-23637,23637,train,21247,Men,Men,Sweater,Not in the list,Orange,XL,C-collar,Other,100% bomull,All,,Export,<50,2,1,,,,2024_03_14_09_29_13,station2,mar2024,Sweater,Sweater,Orange,data/second_hand_clothing/images/train-23637.webp
train-23638,23638,train,21248,Men,Men,Trousers,Not in the list,Grey,L,Tight,Logo print,81% bomull 19% polyester,All,,Export,<50,3,5,,,,2024_03_14_09_33_42,station2,mar2024,Trousers,Trousers,Grey,data/second_hand_clothing/images/train-23638.webp
train-23639,23639,train,21249,Men,Men,Hoodie,Etirel,Green / Black,L,Turtle neck,Other,80% bomull 20% polyester,All,,Export,<50,3,4,,Minor,,2024_03_14_09_38_59,station2,mar2024,Etirel Hoodie,Hoodie,Green / Black,data/second_hand_clothing/images/train-23639.webp
train-23640,23640,train,21250,Men,Men,Shirt,Not in the list,Blue / Orange / Beige,L,Regular,Checkered print,69% polyester 31% bomull,All,,Export,<50,1,5,Minor,Minor,,2024_03_14_09_45_21,station2,mar2024,Shirt,Shirt,Blue / Orange / Beige,data/second_hand_clothing/images/train-23640.webp
train-23642,23642,train,21252,Women,Ladies,Top,H&M,White / Black,XL,C-collar,Striped,100% bomull,All,,Reuse,<50,4,4,,,,2024_03_14_10_00_12,station2,mar2024,H&M Top,Top,White / Black,data/second_hand_clothing/images/train-23642.webp
train-23643,23643,train,21253,Men,Men,Shirt,Not in the list,Beige / Blue / Red / Green / Black / Yellow / Brown,L,Regular,Checkered print,100% bomull,All,90s,Reuse,<50,4,5,,,,2024_03_14_10_08_13,station2,mar2024,Shirt,Shirt,Beige / Blue / Red / Green / Black / Yellow / Brown,data/second_hand_clothing/images/train-23643.webp
train-23644,23644,train,21254,Women,Ladies,Jacket,Not in the list,Black / Red,36,V-collar,Other,87% polyamid 10% bomull 3% elastan,All,,Reuse,50-100,5,5,,,,2024_03_14_10_13_31,station2,mar2024,Jacket,Jacket,Black / Red,data/second_hand_clothing/images/train-23644.webp
train-23648,23648,train,21257,Women,Ladies,Shirt,New Look,Green / Black,36,C-collar,Other,100% bomull,All,,Reuse,<50,4,5,,,,2024_03_14_10_34_02,station2,mar2024,New Look Shirt,Shirt,Green / Black,data/second_hand_clothing/images/train-23648.webp
train-23649,23649,train,21258,Women,Ladies,T-shirt,Not in the list,Grey / Turquoise / Black / Orange / White,158,C-collar,Logo print,85% bomull 15% viskos,All,,Reuse,<50,4,4,,,,2024_03_14_10_39_35,station2,mar2024,T-shirt,T-shirt,Grey / Turquoise / Black / Orange / White,data/second_hand_clothing/images/train-23649.webp
train-23650,23650,train,21259,Women,Ladies,Top,Kappahl,Black,XL,C-collar,,100% bomull,All,,Reuse,<50,4,5,Minor,,,2024_03_14_10_44_09,station2,mar2024,Kappahl Top,Top,Black,data/second_hand_clothing/images/train-23650.webp
train-23651,23651,train,21260,Women,Ladies,Cardigan,Not in the list,Red,,V-collar,Other,100% akryl,All,,Export,<50,2,2,,Minor,,2024_03_14_10_49_16,station2,mar2024,Cardigan,Cardigan,Red,data/second_hand_clothing/images/train-23651.webp
train-23652,23652,train,21261,Women,Ladies,Trousers,Not in the list,Brown / White / Black,S,Tight,Striped,59% polyester 41% viskos,All,,Export,<50,3,4,,Minor,,2024_03_14_10_54_03,station2,mar2024,Trousers,Trousers,Brown / White / Black,data/second_hand_clothing/images/train-23652.webp
train-23653,23653,train,21262,Women,Ladies,Dress,Not in the list,Purple / Black,,Regular,Dots,100% viscose,All,,Reuse,50-100,3,3,,,,2024_03_15_11_40_31,station2,mar2024,Dress,Dress,Purple / Black,data/second_hand_clothing/images/train-23653.webp
train-23654,23654,train,21263,Women,Ladies,Trousers,Not in the list,Black / White / Beige,134,Regular,Animal print,"64% cotton, 36% polyester",All,,Export,<50,2,1,,,,2024_03_15_11_42_45,station2,mar2024,Trousers,Trousers,Black / White / Beige,data/second_hand_clothing/images/train-23654.webp
train-23655,23655,train,21264,Women,Ladies,Blouse,Not in the list,White / Pink / Black,M,V-collar,Floral print,100% polyester,All,,Export,<50,2,1,,,,2024_03_15_11_44_22,station2,mar2024,Blouse,Blouse,White / Pink / Black,data/second_hand_clothing/images/train-23655.webp
train-23656,23656,train,21265,Men,Men,Shirt,Selected Homme/Femme,Beige / Blue / Red,,Cropped,Striped,100% cotton,All,,Export,<50,2,3,,,,2024_03_15_11_46_19,station2,mar2024,Selected Homme/Femme Shirt,Shirt,Beige / Blue / Red,data/second_hand_clothing/images/train-23656.webp
train-23657,23657,train,21266,Women,Ladies,T-shirt,Soya/Soyaconcept,Black / White / Pink / Multicolor,S,Cropped,Floral print,100% viscose,All,,Reuse,<50,2,3,,,,2024_03_15_11_48_44,station2,mar2024,Soya/Soyaconcept T-shirt,T-shirt,Black / White / Pink / Multicolor,data/second_hand_clothing/images/train-23657.webp
train-23660,23660,train,21269,Women,Ladies,Skirt,Not in the list,Grey,M,Regular,,100% viscose,All,,Export,<50,3,3,,Minor,,2024_03_15_11_53_33,station2,mar2024,Skirt,Skirt,Grey,data/second_hand_clothing/images/train-23660.webp
train-23662,23662,train,21270,Women,Ladies,Dress,Not in the list,Red,,C-collar,,100% viscose,All,,Reuse,<50,3,4,,,,2024_03_15_11_57_20,station2,mar2024,Dress,Dress,Red,data/second_hand_clothing/images/train-23662.webp
train-23663,23663,train,21271,Women,Ladies,Top,H&M,Black,M,Cropped,,"80% polyester, 20% ealstane",All,,Reuse,<50,4,5,,,,2024_03_15_11_59_04,station2,mar2024,H&M Top,Top,Black,data/second_hand_clothing/images/train-23663.webp
train-23664,23664,train,21272,Women,Ladies,Training top,On The Peak,Black,122,C-collar,,100% polyester,All,,Export,<50,3,4,Minor,,,2024_03_15_12_00_52,station2,mar2024,On The Peak Training top,Training top,Black,data/second_hand_clothing/images/train-23664.webp
train-23665,23665,train,21273,Women,Ladies,Outerwear,Not in the list,Blue,42,Regular,,"56% viscose, 44% cotton",All,,Reuse,50-100,3,4,,,,2024_03_15_12_41_23,station2,mar2024,Outerwear,Outerwear,Blue,data/second_hand_clothing/images/train-23665.webp
train-23666,23666,train,21274,Women,Ladies,Sweater,Pomp De Lux,Blue,134,Regular,,100% polyester,All,,Reuse,<50,3,4,,,,2024_03_15_12_43_11,station2,mar2024,Pomp De Lux Sweater,Sweater,Blue,data/second_hand_clothing/images/train-23666.webp
train-23669,23669,train,21277,Men,Men,Trousers,Not in the list,Beige,34,Regular,,100% cotton,All,,Reuse,50-100,4,4,,,,2024_03_15_12_48_33,station2,mar2024,Trousers,Trousers,Beige,data/second_hand_clothing/images/train-23669.webp
train-2367,2367,train,2147,Women,Ladies,Trousers,Not in the list,Black,36,Regular,,100% polyester,All,,Export,<50,3,3,,,,2023_08_15_10_53_40,station1,aug2023,Trousers,Trousers,Black,data/second_hand_clothing/images/train-2367.webp
train-23670,23670,train,21278,Men,Men,Shirt,Dressman,Grey,L,Regular,,"67% polyester, 33% cotton",All,,Export,<50,3,3,,,,2024_03_15_12_51_00,station2,mar2024,Dressman Shirt,Shirt,Grey,data/second_hand_clothing/images/train-23670.webp
train-23674,23674,train,21281,Women,Ladies,Blouse,Gina Tricot,Black,S,C-collar,,100% viscose,All,,Reuse,<50,3,4,,,,2024_03_15_12_58_41,station2,mar2024,Gina Tricot Blouse,Blouse,Black,data/second_hand_clothing/images/train-23674.webp
train-23675,23675,train,21282,Women,Ladies,T-shirt,Not in the list,Pink,L,V-collar,,100% cotton,All,,Reuse,<50,3,4,,,,2024_03_15_12_59_59,station2,mar2024,T-shirt,T-shirt,Pink,data/second_hand_clothing/images/train-23675.webp
train-23676,23676,train,21283,Women,Ladies,Shirt,Not in the list,Blue,L,Regular,,100% cotton,All,,Export,<50,2,4,,,,2024_03_15_13_01_26,station2,mar2024,Shirt,Shirt,Blue,data/second_hand_clothing/images/train-23676.webp
train-23677,23677,train,21284,Women,Ladies,T-shirt,Not in the list,White,L,C-collar,,100% cotton,All,,Export,<50,2,3,,Minor,,2024_03_15_13_02_59,station2,mar2024,T-shirt,T-shirt,White,data/second_hand_clothing/images/train-23677.webp
train-23678,23678,train,21285,Women,Ladies,T-shirt,Primark,Green,S,C-collar,,"59% polyester, 41% viscose",All,,Reuse,<50,3,3,,,,2024_03_15_13_05_06,station2,mar2024,Primark T-shirt,T-shirt,Green,data/second_hand_clothing/images/train-23678.webp
train-2368,2368,train,2148,Women,Ladies,Top,Brandtex,Black / Purple / Green,48,Regular,Floral print,100% cotton,All,,Reuse,50-100,3,4,,,,2023_08_15_10_56_16,station1,aug2023,Brandtex Top,Top,Black / Purple / Green,data/second_hand_clothing/images/train-2368.webp
train-23681,23681,train,21288,Women,Ladies,T-shirt,Jack And Jones,Blue,XL,V-collar,,"55% polyester, 45% viscose",All,,Reuse,<50,2,2,Minor,,,2024_03_15_13_10_41,station2,mar2024,Jack And Jones T-shirt,T-shirt,Blue,data/second_hand_clothing/images/train-23681.webp
train-23683,23683,train,21290,Women,Ladies,Tank top,Lindex,Blue,L,C-collar,,100% viscose,All,,Export,<50,2,2,,,,2024_03_15_13_15_33,station2,mar2024,Lindex Tank top,Tank top,Blue,data/second_hand_clothing/images/train-23683.webp
train-23684,23684,train,21291,Women,Ladies,Shirt,Not in the list,Black / Grey,L,Regular,Transparent,100% polyester,All,,Reuse,<50,3,4,,,,2024_03_15_13_17_31,station2,mar2024,Shirt,Shirt,Black / Grey,data/second_hand_clothing/images/train-23684.webp
train-23685,23685,train,21292,Women,Ladies,Shirt,Not in the list,Beige,,Loose,,100% polyester,All,,Reuse,50-100,3,5,,,,2024_03_15_13_19_18,station2,mar2024,Shirt,Shirt,Beige,data/second_hand_clothing/images/train-23685.webp
train-23688,23688,train,21295,Women,Ladies,Tank top,H&M,White / Black,M,C-collar,Striped,100% cotton,All,,Export,<50,2,3,,Major,,2024_03_15_13_25_04,station2,mar2024,H&M Tank top,Tank top,White / Black,data/second_hand_clothing/images/train-23688.webp
train-23689,23689,train,21296,Women,Ladies,Cardigan,Not in the list,Black / Grey,L,C-collar,Striped,72% bomull 28% nylon,All,,Export,<50,4,4,,,,2024_03_18_06_39_58,station2,mar2024,Cardigan,Cardigan,Black / Grey,data/second_hand_clothing/images/train-23689.webp
train-2369,2369,train,2149,Women,Ladies,Dress,Missing,Yellow / White / Black / Multicolor,44,Regular,Other,"75% polyester, 25% cotton",All,,Reuse,50-100,4,4,,,,2023_08_15_10_58_26,station1,aug2023,Dress,Dress,Yellow / White / Black / Multicolor,data/second_hand_clothing/images/train-2369.webp
train-23690,23690,train,21297,Women,Ladies,Cardigan,Not in the list,Turquoise,M,C-collar,Floral print,100% bomull,All,,Reuse,<50,3,4,,Minor,,2024_03_18_06_47_18,station2,mar2024,Cardigan,Cardigan,Turquoise,data/second_hand_clothing/images/train-23690.webp
train-23692,23692,train,21299,Women,Ladies,Cardigan,Not in the list,Black,M,V-collar,Transparent,50% akrylic 50% bomull,All,,Export,<50,4,4,,Minor,,2024_03_18_06_59_34,station2,mar2024,Cardigan,Cardigan,Black,data/second_hand_clothing/images/train-23692.webp
train-23696,23696,train,21303,Women,Ladies,Cardigan,H&M,Pink,,C-collar,Other,100% bomull,All,,Export,<50,4,4,,Minor,,2024_03_18_07_20_48,station2,mar2024,H&M Cardigan,Cardigan,Pink,data/second_hand_clothing/images/train-23696.webp
train-23698,23698,train,21305,Men,Men,Jacket,Not in the list,Brown / Black,XXXL,C-collar,Other,81% polyester 19% elastan,All,,Reuse,<50,4,5,,,,2024_03_18_07_34_37,station2,mar2024,Jacket,Jacket,Brown / Black,data/second_hand_clothing/images/train-23698.webp
train-2370,2370,train,2150,Women,Ladies,Outerwear,Havana,Green / Black,44,Regular,,100% polyester,All,,Export,50-100,3,3,,Major,,2023_08_15_11_01_13,station1,aug2023,Havana Outerwear,Outerwear,Green / Black,data/second_hand_clothing/images/train-2370.webp
train-23703,23703,train,21309,Women,Ladies,T-shirt,Not in the list,Red,,C-collar,Transparent,53% akryl och 47% nylon,All,,Reuse,<50,4,5,,Minor,,2024_03_18_08_00_48,station2,mar2024,T-shirt,T-shirt,Red,data/second_hand_clothing/images/train-23703.webp
train-23704,23704,train,21310,Women,Ladies,Top,Lager 157,Black / Green / Pink / Beige,S,C-collar,Floral print,100% viskos,All,,Export,<50,3,4,,,,2024_03_18_08_27_52,station2,mar2024,Lager 157 Top,Top,Black / Green / Pink / Beige,data/second_hand_clothing/images/train-23704.webp
train-23705,23705,train,21311,Men,Men,Jacket,Park Lane,Beige / Blue / Brown,52,V-collar,Other,100% bomull,All,,Export,<50,3,5,,Minor,,2024_03_18_08_32_16,station2,mar2024,Park Lane Jacket,Jacket,Beige / Blue / Brown,data/second_hand_clothing/images/train-23705.webp
train-23706,23706,train,21312,Men,Men,Trousers,Not in the list,Beige / Green / Brown,,Tight,Logo print,100% bomull,All,,Reuse,<50,5,5,,,,2024_03_18_08_37_24,station2,mar2024,Trousers,Trousers,Beige / Green / Brown,data/second_hand_clothing/images/train-23706.webp
train-23708,23708,train,21314,Men,Men,Sweater,Not in the list,Blue / Grey,M,C-collar,Logo print,75% bomull 25% polyester,All,70s,Reuse,<50,5,5,,,,2024_03_18_08_46_18,station2,mar2024,Sweater,Sweater,Blue / Grey,data/second_hand_clothing/images/train-23708.webp
train-23709,23709,train,21315,Women,Ladies,Cardigan,Not in the list,Orange,L,V-collar,Other,65% bomull 35% polyester,All,,Reuse,<50,4,5,,,,2024_03_18_08_51_07,station2,mar2024,Cardigan,Cardigan,Orange,data/second_hand_clothing/images/train-23709.webp
train-2371,2371,train,2151,Women,Ladies,Trousers,Brandtex,Blue,48,Regular,,100% polyester,All,,Export,50-100,2,3,,Major,,2023_08_15_11_02_54,station1,aug2023,Brandtex Trousers,Trousers,Blue,data/second_hand_clothing/images/train-2371.webp
train-23710,23710,train,21316,Women,Ladies,T-shirt,H&M,White / Pink / Red / Blue / Yellow,M,C-collar,Embroidered,100% bomull,All,,Export,<50,3,4,,Minor,,2024_03_18_08_55_11,station2,mar2024,H&M T-shirt,T-shirt,White / Pink / Red / Blue / Yellow,data/second_hand_clothing/images/train-23710.webp
train-23711,23711,train,21317,Women,Ladies,Top,Not in the list,Pink / Grey,XL,C-collar,Other,100% bomull,All,,Export,<50,3,4,,Minor,,2024_03_18_09_01_59,station2,mar2024,Top,Top,Pink / Grey,data/second_hand_clothing/images/train-23711.webp
train-23713,23713,train,21319,Women,Ladies,Jeans,Lager 157,Blue / Orange / Black / White,XS,Tight,Logo print,100% bomull,All,,Export,<50,3,5,,Minor,,2024_03_18_09_09_32,station2,mar2024,Lager 157 Jeans,Jeans,Blue / Orange / Black / White,data/second_hand_clothing/images/train-23713.webp
train-2372,2372,train,2152,Women,Ladies,Dress,Not in the list,White / Black,48,Regular,Other,"85% polyester, 15%cotton",All,,Reuse,50-100,4,4,,,,2023_08_15_11_16_39,station1,aug2023,Dress,Dress,White / Black,data/second_hand_clothing/images/train-2372.webp
train-23722,23722,train,21327,Women,Ladies,Top,Not in the list,Beige,,C-collar,Transparent,100% akrylic,All,,Reuse,<50,4,5,,Minor,,2024_03_18_09_50_26,station2,mar2024,Top,Top,Beige,data/second_hand_clothing/images/train-23722.webp
